Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Host,Collection_Date
EPI_ISL_210213,EPI705897|A/chicken/Shanghai/S3381/2014,A_chicken_Shanghai_S3381_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210212,EPI705896|A/chicken/Shanghai/S3380/2014,A_chicken_Shanghai_S3380_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210210,EPI705894|A/chicken/Shanghai/S3376/2014,A_chicken_Shanghai_S3376_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210206,EPI705890|A/chicken/Shanghai/S3369/2014,A_chicken_Shanghai_S3369_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210205,EPI705889|A/chicken/Shanghai/S3368/2014,A_chicken_Shanghai_S3368_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210204,EPI705888|A/chicken/Shanghai/S3367/2014,A_chicken_Shanghai_S3367_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210203,EPI705887|A/chicken/Shanghai/S3366/2014,A_chicken_Shanghai_S3366_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210202,EPI705886|A/chicken/Shanghai/S3364/2014,A_chicken_Shanghai_S3364_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210200,EPI705884|A/chicken/Shanghai/S3361/2014,A_chicken_Shanghai_S3361_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210199,EPI705883|A/chicken/Shanghai/S3350/2014,A_chicken_Shanghai_S3350_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210198,EPI705882|A/chicken/Shanghai/S3349/2014,A_chicken_Shanghai_S3349_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210197,EPI705881|A/chicken/Shanghai/S3346/2014,A_chicken_Shanghai_S3346_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210196,EPI705880|A/chicken/Shanghai/S3344/2014,A_chicken_Shanghai_S3344_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210195,EPI705879|A/chicken/Shanghai/S3338/2014,A_chicken_Shanghai_S3338_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210188,EPI705872|A/chicken/Shanghai/S3320/2014,A_chicken_Shanghai_S3320_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210187,EPI705871|A/chicken/Shanghai/S3319/2014,A_chicken_Shanghai_S3319_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210171,EPI705854|A/chicken/Shanghai/S3650/2014,A_chicken_Shanghai_S3650_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210170,EPI705853|A/chicken/Shanghai/S3648/2014,A_chicken_Shanghai_S3648_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210169,EPI705852|A/chicken/Shanghai/S3647/2014,A_chicken_Shanghai_S3647_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210168,EPI705851|A/chicken/Shanghai/S3644/2014,A_chicken_Shanghai_S3644_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210167,EPI705850|A/chicken/Shanghai/S3637/2014,A_chicken_Shanghai_S3637_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210166,EPI705849|A/chicken/Shanghai/S3633/2014,A_chicken_Shanghai_S3633_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210165,EPI705848|A/chicken/Shanghai/S3621/2014,A_chicken_Shanghai_S3621_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210164,EPI705847|A/chicken/Shanghai/S3620/2014,A_chicken_Shanghai_S3620_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210163,EPI705846|A/chicken/Shanghai/S3612/2014,A_chicken_Shanghai_S3612_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210162,EPI705845|A/chicken/Shanghai/S3608/2014,A_chicken_Shanghai_S3608_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210161,EPI705844|A/chicken/Shanghai/S3607/2014,A_chicken_Shanghai_S3607_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210160,EPI705843|A/chicken/Shanghai/S3605/2014,A_chicken_Shanghai_S3605_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210158,EPI705841|A/chicken/Shanghai/S3586/2014,A_chicken_Shanghai_S3586_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210156,EPI705839|A/chicken/Shanghai/S3580/2014,A_chicken_Shanghai_S3580_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210779,EPI707309|A/chicken/Guangdong/G3523/2014,A_chicken_Guangdong_G3523_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210778,EPI707308|A/chicken/Guangdong/G3522/2014,A_chicken_Guangdong_G3522_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210777,EPI707307|A/chicken/Guangdong/G3519/2014,A_chicken_Guangdong_G3519_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210776,EPI707306|A/chicken/Guangdong/G3508/2014,A_chicken_Guangdong_G3508_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210775,EPI707305|A/chicken/Guangdong/G3507/2014,A_chicken_Guangdong_G3507_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210774,EPI707304|A/chicken/Guangdong/G3505/2014,A_chicken_Guangdong_G3505_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210773,EPI707303|A/chicken/Guangdong/G3504/2014,A_chicken_Guangdong_G3504_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210772,EPI707302|A/chicken/Guangdong/G3502/2014,A_chicken_Guangdong_G3502_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210771,EPI707301|A/chicken/Guangdong/G3499/2014,A_chicken_Guangdong_G3499_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210770,EPI707300|A/chicken/Guangdong/G3498/2014,A_chicken_Guangdong_G3498_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210769,EPI707299|A/chicken/Guangdong/G3497/2014,A_chicken_Guangdong_G3497_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210768,EPI707298|A/chicken/Guangdong/G3491/2014,A_chicken_Guangdong_G3491_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210766,EPI707296|A/chicken/Guangdong/G3486/2014,A_chicken_Guangdong_G3486_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210765,EPI707295|A/chicken/Guangdong/G3485/2014,A_chicken_Guangdong_G3485_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210764,EPI707294|A/chicken/Guangdong/G3482/2014,A_chicken_Guangdong_G3482_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210763,EPI707293|A/chicken/Guangdong/G3446/2014,A_chicken_Guangdong_G3446_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210761,EPI707291|A/chicken/Guangdong/G3438/2014,A_chicken_Guangdong_G3438_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210760,EPI707290|A/chicken/Guangdong/G3437/2014,A_chicken_Guangdong_G3437_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210759,EPI707289|A/chicken/Guangdong/G3436/2014,A_chicken_Guangdong_G3436_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210758,EPI707288|A/chicken/Guangdong/G3435/2014,A_chicken_Guangdong_G3435_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210757,EPI707287|A/chicken/Guangdong/G3431/2014,A_chicken_Guangdong_G3431_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210756,EPI707286|A/chicken/Guangdong/G3430/2014,A_chicken_Guangdong_G3430_2014,A_/_H9,Chicken,2014-11-19
EPI_ISL_210755,EPI707285|A/chicken/Guangdong/G3873/2014,A_chicken_Guangdong_G3873_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210754,EPI707284|A/chicken/Guangdong/G3872/2014,A_chicken_Guangdong_G3872_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210753,EPI707283|A/chicken/Guangdong/G3871/2014,A_chicken_Guangdong_G3871_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210751,EPI707281|A/chicken/Guangdong/G3863/2014,A_chicken_Guangdong_G3863_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210750,EPI707280|A/chicken/Guangdong/G3862/2014,A_chicken_Guangdong_G3862_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210748,EPI707278|A/chicken/Guangdong/G3860/2014,A_chicken_Guangdong_G3860_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210747,EPI707277|A/chicken/Guangdong/G3859/2014,A_chicken_Guangdong_G3859_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210746,EPI707276|A/chicken/Guangdong/G3856/2014,A_chicken_Guangdong_G3856_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210745,EPI707275|A/chicken/Guangdong/G3855/2014,A_chicken_Guangdong_G3855_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210744,EPI707274|A/chicken/Guangdong/G3853/2014,A_chicken_Guangdong_G3853_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210743,EPI707273|A/chicken/Guangdong/G3848/2014,A_chicken_Guangdong_G3848_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210742,EPI707272|A/chicken/Guangdong/G3838/2014,A_chicken_Guangdong_G3838_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210741,EPI707271|A/chicken/Guangdong/G3836/2014,A_chicken_Guangdong_G3836_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210740,EPI707270|A/chicken/Guangdong/G3835/2014,A_chicken_Guangdong_G3835_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210739,EPI707269|A/chicken/Guangdong/G3832/2014,A_chicken_Guangdong_G3832_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210738,EPI707268|A/chicken/Guangdong/G3831/2014,A_chicken_Guangdong_G3831_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210737,EPI707267|A/chicken/Guangdong/G3830/2014,A_chicken_Guangdong_G3830_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210736,EPI707266|A/chicken/Guangdong/G3829/2014,A_chicken_Guangdong_G3829_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210735,EPI707265|A/chicken/Guangdong/G3827/2014,A_chicken_Guangdong_G3827_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210734,EPI707264|A/chicken/Guangdong/G3826/2014,A_chicken_Guangdong_G3826_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210733,EPI707263|A/chicken/Guangdong/G3825/2014,A_chicken_Guangdong_G3825_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210732,EPI707262|A/chicken/Guangdong/G3823/2014,A_chicken_Guangdong_G3823_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210731,EPI707261|A/chicken/Guangdong/G3821/2014,A_chicken_Guangdong_G3821_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210730,EPI707260|A/chicken/Guangdong/G3820/2014,A_chicken_Guangdong_G3820_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210729,EPI707259|A/chicken/Guangdong/G3818/2014,A_chicken_Guangdong_G3818_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210728,EPI707258|A/chicken/Guangdong/G3817/2014,A_chicken_Guangdong_G3817_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210727,EPI707257|A/chicken/Guangdong/G3815/2014,A_chicken_Guangdong_G3815_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210726,EPI707256|A/chicken/Guangdong/G3814/2014,A_chicken_Guangdong_G3814_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210725,EPI707255|A/chicken/Guangdong/G3812/2014,A_chicken_Guangdong_G3812_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210724,EPI707254|A/chicken/Guangdong/G3811/2014,A_chicken_Guangdong_G3811_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210723,EPI707253|A/chicken/Guangdong/G3656/2014,A_chicken_Guangdong_G3656_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210722,EPI707252|A/chicken/Guangdong/G3652/2014,A_chicken_Guangdong_G3652_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210721,EPI707251|A/chicken/Guangdong/G3647/2014,A_chicken_Guangdong_G3647_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210720,EPI707250|A/chicken/Guangdong/G3644/2014,A_chicken_Guangdong_G3644_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210719,EPI707249|A/chicken/Guangdong/G3642/2014,A_chicken_Guangdong_G3642_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210718,EPI707248|A/chicken/Guangdong/G3640/2014,A_chicken_Guangdong_G3640_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210716,EPI707246|A/chicken/Guangdong/G3635/2014,A_chicken_Guangdong_G3635_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210715,EPI707245|A/chicken/Guangdong/G3634/2014,A_chicken_Guangdong_G3634_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210714,EPI707244|A/chicken/Guangdong/G3632/2014,A_chicken_Guangdong_G3632_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210713,EPI707243|A/chicken/Guangdong/G3630/2014,A_chicken_Guangdong_G3630_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210711,EPI707241|A/chicken/Guangdong/G3626/2014,A_chicken_Guangdong_G3626_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210708,EPI707238|A/chicken/Guangdong/G3610/2014,A_chicken_Guangdong_G3610_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210706,EPI707236|A/chicken/Guangdong/G3608/2014,A_chicken_Guangdong_G3608_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210705,EPI707235|A/chicken/Jiangsu/J3388/2014,A_chicken_Jiangsu_J3388_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210703,EPI707233|A/chicken/Jiangsu/J3385/2014,A_chicken_Jiangsu_J3385_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210702,EPI707232|A/chicken/Jiangsu/J3383/2014,A_chicken_Jiangsu_J3383_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210701,EPI707231|A/chicken/Jiangsu/J3373/2014,A_chicken_Jiangsu_J3373_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210700,EPI707230|A/chicken/Jiangsu/J3370/2014,A_chicken_Jiangsu_J3370_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210699,EPI707229|A/chicken/Jiangsu/J3369/2014,A_chicken_Jiangsu_J3369_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210698,EPI707228|A/chicken/Jiangsu/J3366/2014,A_chicken_Jiangsu_J3366_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210697,EPI707227|A/chicken/Jiangsu/J3364/2014,A_chicken_Jiangsu_J3364_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210696,EPI707226|A/chicken/Jiangsu/J3363/2014,A_chicken_Jiangsu_J3363_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210695,EPI707225|A/chicken/Jiangsu/J3299/2014,A_chicken_Jiangsu_J3299_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210694,EPI707224|A/chicken/Jiangsu/J3298/2014,A_chicken_Jiangsu_J3298_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210693,EPI707223|A/chicken/Jiangsu/J3297/2014,A_chicken_Jiangsu_J3297_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210692,EPI707222|A/chicken/Jiangsu/J3294/2014,A_chicken_Jiangsu_J3294_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210691,EPI707221|A/chicken/Jiangsu/J3291/2014,A_chicken_Jiangsu_J3291_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210688,EPI707218|A/chicken/Jiangsu/J3285/2014,A_chicken_Jiangsu_J3285_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210687,EPI707217|A/chicken/Jiangsu/J3278/2014,A_chicken_Jiangsu_J3278_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210686,EPI707216|A/chicken/Jiangsu/J3179/2014,A_chicken_Jiangsu_J3179_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210685,EPI707215|A/chicken/Jiangsu/J3177/2014,A_chicken_Jiangsu_J3177_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210684,EPI707214|A/chicken/Jiangsu/J3175/2014,A_chicken_Jiangsu_J3175_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210683,EPI707213|A/chicken/Jiangsu/J3167/2014,A_chicken_Jiangsu_J3167_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210682,EPI707212|A/chicken/Jiangsu/J3156/2014,A_chicken_Jiangsu_J3156_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210680,EPI707210|A/chicken/Jiangsu/J3153/2014,A_chicken_Jiangsu_J3153_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210679,EPI707209|A/chicken/Jiangsu/J3134/2014,A_chicken_Jiangsu_J3134_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210678,EPI707208|A/chicken/Jiangsu/J3007/2014,A_chicken_Jiangsu_J3007_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210676,EPI707206|A/chicken/Guangdong/G3899/2014,A_chicken_Guangdong_G3899_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210675,EPI707205|A/chicken/Guangdong/G3898/2014,A_chicken_Guangdong_G3898_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210674,EPI707204|A/chicken/Guangdong/G3897/2014,A_chicken_Guangdong_G3897_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210673,EPI707203|A/chicken/Guangdong/G3895/2014,A_chicken_Guangdong_G3895_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210671,EPI707201|A/chicken/Guangdong/G3893/2014,A_chicken_Guangdong_G3893_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210670,EPI707200|A/chicken/Guangdong/G3891/2014,A_chicken_Guangdong_G3891_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210669,EPI707199|A/chicken/Guangdong/G3888/2014,A_chicken_Guangdong_G3888_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210668,EPI707198|A/chicken/Guangdong/G3887/2014,A_chicken_Guangdong_G3887_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210667,EPI707197|A/chicken/Guangdong/G3886/2014,A_chicken_Guangdong_G3886_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210666,EPI707196|A/chicken/Guangdong/G3885/2014,A_chicken_Guangdong_G3885_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210665,EPI707195|A/chicken/Guangdong/G3883/2014,A_chicken_Guangdong_G3883_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210664,EPI707194|A/chicken/Guangdong/G3882/2014,A_chicken_Guangdong_G3882_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210663,EPI707193|A/chicken/Guangdong/G3881/2014,A_chicken_Guangdong_G3881_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210662,EPI707192|A/chicken/Guangdong/G3880/2014,A_chicken_Guangdong_G3880_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210660,EPI707190|A/chicken/Guangdong/G3878/2014,A_chicken_Guangdong_G3878_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210659,EPI707189|A/chicken/Guangdong/G3877/2014,A_chicken_Guangdong_G3877_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210658,EPI707188|A/chicken/Guangdong/G3876/2014,A_chicken_Guangdong_G3876_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210656,EPI707186|A/chicken/Guangdong/G3874/2014,A_chicken_Guangdong_G3874_2014,A_/_H9,Chicken,2014-11-20
EPI_ISL_210653,EPI707183|A/chicken/Jiangsu/J3537/2014,A_chicken_Jiangsu_J3537_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210652,EPI707182|A/chicken/Jiangsu/J3536/2014,A_chicken_Jiangsu_J3536_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210651,EPI707181|A/chicken/Jiangsu/J3534/2014,A_chicken_Jiangsu_J3534_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210649,EPI707179|A/chicken/Jiangsu/J3532/2014,A_chicken_Jiangsu_J3532_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210648,EPI707178|A/chicken/Jiangsu/J3530/2014,A_chicken_Jiangsu_J3530_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210647,EPI707177|A/chicken/Jiangsu/J3529/2014,A_chicken_Jiangsu_J3529_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210646,EPI707176|A/chicken/Jiangsu/J3528/2014,A_chicken_Jiangsu_J3528_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210645,EPI707175|A/chicken/Jiangsu/J3527/2014,A_chicken_Jiangsu_J3527_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210644,EPI707174|A/chicken/Jiangsu/J3526/2014,A_chicken_Jiangsu_J3526_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210643,EPI707173|A/chicken/Jiangsu/J3525/2014,A_chicken_Jiangsu_J3525_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210642,EPI707172|A/chicken/Jiangsu/J3524/2014,A_chicken_Jiangsu_J3524_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210641,EPI707171|A/chicken/Jiangsu/J3522/2014,A_chicken_Jiangsu_J3522_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210640,EPI707170|A/chicken/Jiangsu/J3520/2014,A_chicken_Jiangsu_J3520_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210639,EPI707169|A/chicken/Jiangsu/J3519/2014,A_chicken_Jiangsu_J3519_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210638,EPI707168|A/chicken/Jiangsu/J3518/2014,A_chicken_Jiangsu_J3518_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210637,EPI707167|A/chicken/Jiangsu/J3517/2014,A_chicken_Jiangsu_J3517_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210636,EPI707166|A/chicken/Jiangsu/J3516/2014,A_chicken_Jiangsu_J3516_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210635,EPI707165|A/chicken/Jiangsu/J3515/2014,A_chicken_Jiangsu_J3515_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210634,EPI707164|A/chicken/Jiangsu/J3514/2014,A_chicken_Jiangsu_J3514_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210633,EPI707163|A/chicken/Jiangsu/J3512/2014,A_chicken_Jiangsu_J3512_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210632,EPI707162|A/chicken/Jiangsu/J3509/2014,A_chicken_Jiangsu_J3509_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210631,EPI707161|A/chicken/Jiangsu/J3508/2014,A_chicken_Jiangsu_J3508_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210630,EPI707160|A/chicken/Jiangsu/J3505/2014,A_chicken_Jiangsu_J3505_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210629,EPI707159|A/chicken/Jiangsu/J3504/2014,A_chicken_Jiangsu_J3504_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210628,EPI707158|A/chicken/Jiangsu/J3503/2014,A_chicken_Jiangsu_J3503_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210627,EPI707157|A/chicken/Jiangsu/J3501/2014,A_chicken_Jiangsu_J3501_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210626,EPI707156|A/chicken/Jiangsu/J3500/2014,A_chicken_Jiangsu_J3500_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210624,EPI707154|A/chicken/Jiangsu/J3496/2014,A_chicken_Jiangsu_J3496_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210623,EPI707153|A/chicken/Jiangsu/J3493/2014,A_chicken_Jiangsu_J3493_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210622,EPI707152|A/chicken/Jiangsu/J3486/2014,A_chicken_Jiangsu_J3486_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210621,EPI707151|A/chicken/Jiangsu/J3420/2014,A_chicken_Jiangsu_J3420_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210620,EPI707150|A/chicken/Jiangsu/J3419/2014,A_chicken_Jiangsu_J3419_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210619,EPI707149|A/chicken/Jiangsu/J3418/2014,A_chicken_Jiangsu_J3418_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210618,EPI707148|A/chicken/Jiangsu/J3417/2014,A_chicken_Jiangsu_J3417_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210617,EPI707147|A/chicken/Jiangsu/J3416/2014,A_chicken_Jiangsu_J3416_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210616,EPI707146|A/chicken/Jiangsu/J3415/2014,A_chicken_Jiangsu_J3415_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210615,EPI707145|A/chicken/Jiangsu/J3413/2014,A_chicken_Jiangsu_J3413_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210614,EPI707144|A/chicken/Jiangsu/J3412/2014,A_chicken_Jiangsu_J3412_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210613,EPI707143|A/chicken/Jiangsu/J3411/2014,A_chicken_Jiangsu_J3411_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210612,EPI707142|A/chicken/Jiangsu/J3410/2014,A_chicken_Jiangsu_J3410_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210611,EPI707141|A/chicken/Jiangsu/J3408/2014,A_chicken_Jiangsu_J3408_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210610,EPI707140|A/chicken/Jiangsu/J3407/2014,A_chicken_Jiangsu_J3407_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210608,EPI707138|A/chicken/Jiangsu/J3405/2014,A_chicken_Jiangsu_J3405_2014,A_/_H9,Chicken,2014-11-07
EPI_ISL_210605,EPI707135|A/chicken/Jiangsu/J3837/2014,A_chicken_Jiangsu_J3837_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210604,EPI707134|A/chicken/Jiangsu/J3836/2014,A_chicken_Jiangsu_J3836_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210603,EPI707133|A/chicken/Jiangsu/J3834/2014,A_chicken_Jiangsu_J3834_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210602,EPI707132|A/chicken/Jiangsu/J3833/2014,A_chicken_Jiangsu_J3833_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210601,EPI707131|A/chicken/Jiangsu/J3831/2014,A_chicken_Jiangsu_J3831_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210600,EPI707130|A/chicken/Jiangsu/J3830/2014,A_chicken_Jiangsu_J3830_2014,A_/_H9,Chicken,2014-11-06
